Study,LIP,Location,Sample,Grain,Placement,Remarks,T_C,T.er,Spinel_pair,Fo,Al2O3,Na2O,Cr2O3,FeO,ZnO,K2O,P2O5,CaO,MnO,NiO,TiO2,SiO2,MgO,CoO
This Thesis,Karoo,Malawi,P23(11) P23916,P23(11) P23916 s ol10,rim,NA,1199.098737,7.837616213,36,83.81388787,9.36E-05,8.10E-05,0.000131795,0.128234349,NA,NA,2.66E-05,0.002872171,0.001958683,0.001692725,0.000114048,0.200574984,0.664220121,NA
